brand,model,year,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,price
Kia,Morning,2017.0,97000.0,Xăng,Tự động,,Hàn Quốc,Hatchback,5.0,Đã sử dụng,279000000
Mazda,2,2022.0,13000.0,Xăng,Tự động,1.0,Thái Lan,Hatchback,5.0,Đã sử dụng,465000000
BMW,X3,2016.0,110000.0,Xăng,Tự động,,Mỹ,SUV / Cross over,5.0,Đã sử dụng,769000000
Ford,Mondeo,2004.0,170.0,Xăng,Tự động,,Đang cập nhật,Sedan,5.0,Đã sử dụng,105000000
Mercedes Benz,GLC,2021.0,70000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1680000000
Kia,Sedona,2019.0,82000.0,Dầu,Tự động,,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,829000000
Mitsubishi,Outlander,2020.0,39000.0,Xăng,5,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,690000000
Ford,Escape,2011.0,230000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,229000000
Mitsubishi,Pajero Sport,2022.0,26000.0,Dầu,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1050000000
Daewoo,Matiz,2005.0,430000.0,Xăng,Số sàn,,Việt Nam,Hatchback,5.0,Đã sử dụng,22500000
Toyota,Innova,2019.0,98102.0,Xăng,Tự động,1.0,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,618000000
Kia,Soluto,2024.0,,Xăng,Tự động,,Việt Nam,Sedan,5.0,Mới,410000000
BMW,3 Series,2011.0,150000.0,Xăng,Tự động,1.0,Đức,Sedan,5.0,Đã sử dụng,292000000
VinFast,Lux SA2.0,2020.0,45000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,719000000
Peugeot,2008,2022.0,51000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,668000000
Mitsubishi,Xforce,2025.0,0.0,Xăng,Tự động,,Nhật Bản,SUV / Cross over,5.0,Đã sử dụng,640000000
Ford,Explorer,2022.0,43000.0,Xăng,Tự động,,Mỹ,SUV / Cross over,7.0,Đã sử dụng,1839000000
Toyota,Fortuner,2016.0,95466.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,648000000
Toyota,Vios,2024.0,13253.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,475000000
VinFast,Lux A2.0,2021.0,48000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,585000000
Toyota,Rush,2020.0,107000.0,Xăng,Tự động,,Nước khác,SUV / Cross over,5.0,Đã sử dụng,510000000
Honda,Brio,2019.0,15500.0,Xăng,Tự động,,Nước khác,Hatchback,5.0,Đã sử dụng,335000000
Toyota,Camry,2019.0,70000.0,Xăng,Tự động,1.0,Thái Lan,Sedan,5.0,Đã sử dụng,873000000
VinFast,Lux SA2.0,2019.0,80000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,735000000
Peugeot,2008,2023.0,14000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,729000000
Toyota,Camry,2021.0,32100.0,Xăng,Tự động,1.0,Thái Lan,Sedan,5.0,Đã sử dụng,965000000
Suzuki,XL 7,2024.0,,Xăng,Tự động,,Nước khác,Minivan (MPV),7.0,Mới,54990000
Peugeot,2008,2021.0,25000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,645000000
Toyota,Camry,2002.0,100000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,188000000
Hyundai,Creta,2022.0,54000.0,Xăng,Tự động,1.0,Nước khác,SUV / Cross over,2.0,Đã sử dụng,585000000
Hyundai,Creta,2024.0,4600.0,Xăng,Tự động,1.0,Hàn Quốc,Kiểu dáng khác,5.0,Đã sử dụng,645000000
Ford,Explorer,2019.0,90000.0,Xăng,Tự động,,Mỹ,SUV / Cross over,2.0,Đã sử dụng,1139000000
Peugeot,3008,2022.0,21000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,909000000
Hyundai,Grand i10,2021.0,38000.0,Xăng,Tự động,1.0,Đang cập nhật,Hatchback,5.0,Đã sử dụng,380000000
Ford,Everest,2020.0,64000.0,Dầu,Tự động,,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,899000000
Ford,Everest,2022.0,41000.0,Dầu,Tự động,,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1179000000
Ford,Escape,2005.0,90000.0,Xăng,Tự động,,Mỹ,Kiểu dáng khác,5.0,Đã sử dụng,120000000
Kia,Sportage,2022.0,30000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,929000000
Toyota,Innova,2009.0,300000.0,Xăng,Số sàn,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,200000000
Mazda,CX 8,2020.0,27000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,815000000
Toyota,Innova,2019.0,87058.0,Xăng,Số sàn,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,508000000
Ford,Ranger,2024.0,,Dầu,Tự động,,Việt Nam,Pick-up (bán tải),5.0,Mới,180000000
Mercedes Benz,C Class,2020.0,17000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,899000000
Kia,Sportage,2024.0,8000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1029000000
Toyota,Veloz Cross,2023.0,92844.0,Xăng,Tự động,1.0,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,598000000
Mazda,3,2019.0,32000.0,Xăng,Tự động,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,555000000
Hyundai,Tucson,2022.0,32000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,875000000
Subaru,Forester,2023.0,18000.0,Xăng,Tự động,,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,845000000
Ford,Focus,2019.0,31000.0,Xăng,Tự động,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,458000000
Hyundai,Santa Fe,2022.0,46000.0,Dầu,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,1189000000
Ford,Everest,2020.0,68000.0,Dầu,Tự động,,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,939000000
Hyundai,Santa Fe,2020.0,66000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,855000000
Hyundai,Santa Fe,2022.0,47000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,928000000
Honda,CR V,2021.0,30000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,910000000
Toyota,Corolla Cross,2022.0,43000.0,Xăng,Tự động,,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,755000000
Lexus,RX,2022.0,29000.0,Xăng,Tự động,1.0,Nhật Bản,SUV / Cross over,5.0,Đã sử dụng,3150000000
Nissan,Navara,2018.0,80000.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,495000000
Toyota,Camry,2022.0,40000.0,Xăng,Tự động,,Đang cập nhật,Sedan,2.0,Đã sử dụng,1280000000
Hyundai,Grand i10,2015.0,56000.0,Xăng,Số sàn,,Ấn Độ,Hatchback,5.0,Đã sử dụng,205000000
Toyota,Fortuner,2018.0,37000.0,Dầu,Tự động,,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,848000000
Mitsubishi,Pajero Sport,2017.0,16000.0,Xăng,Số sàn,1.0,Việt Nam,SUV / Cross over,8.0,Đã sử dụng,500000000
Toyota,Veloz Cross,2022.0,54000.0,Xăng,Tự động,,Nước khác,Minivan (MPV),9.0,Đã sử dụng,555000000
MG,Dòng khác,2025.0,,Xăng,Tự động,,Thái Lan,Sedan,5.0,Mới,50000000
Subaru,Forester,2022.0,28000.0,Xăng,Tự động,,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,769000000
Kia,Morning,2014.0,95000.0,Xăng,Tự động,,Việt Nam,Hatchback,5.0,Đã sử dụng,238000000
Ford,Ranger,2019.0,45000.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,565000000
Mitsubishi,Xpander,2021.0,53000.0,Xăng,Tự động,,Nước khác,Minivan (MPV),7.0,Đã sử dụng,535000000
Mercedes Benz,Dòng khác,2001.0,0.0,Xăng,Tự động,,Đức,--,,Đã sử dụng,80000000
Honda,CR V,2023.0,40000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,975000000
Mazda,CX 8,2023.0,18000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,1039000000
Mitsubishi,Outlander,2022.0,53000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,719000000
Mitsubishi,Outlander,2021.0,40000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,739000000
Honda,CR V,2022.0,40000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,919000000
Hyundai,Santa Fe,2021.0,48000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,950000000
Ford,Escape,2013.0,63000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,345000000
Toyota,Corolla Cross,2021.0,50000.0,Xăng,5,1.0,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,730000000
Mercedes Benz,C Class,2023.0,15.0,Xăng,Tự động,,Đang cập nhật,Sedan,,Đã sử dụng,1829000000
Mitsubishi,Xpander,2020.0,76000.0,Xăng,Tự động,,Đang cập nhật,Minivan (MPV),7.0,Đã sử dụng,489000000
Ford,Ranger,2024.0,1.0,Dầu,Tự động,,Việt Nam,Pick-up (bán tải),2.0,Đã sử dụng,660000000
Kia,Morning,2021.0,69000.0,Xăng,Tự động,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,305000000
Hyundai,Accent,2023.0,32000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,475000000
Chevrolet,Trailblazer,2018.0,113000.0,Dầu,Tự động,,Đang cập nhật,SUV / Cross over,7.0,Đã sử dụng,449000000
Mercedes Benz,GLC Class,2023.0,5000.0,Xăng,Tự động,,Đang cập nhật,--,,Đã sử dụng,2499000000
MG,MG5,2024.0,,Xăng,Tự động,,Thái Lan,SUV / Cross over,5.0,Mới,450000000
BMW,7 Series,2019.0,40000.0,Xăng,Tự động,1.0,Đức,SUV / Cross over,5.0,Đã sử dụng,3079000000
MG,MGZS,2024.0,,Xăng,Tự động,,Thái Lan,SUV / Cross over,5.0,Mới,450000000
Daewoo,Lacetti,2025.0,20000.0,Xăng,Số sàn,,Việt Nam,Sedan,5.0,Đã sử dụng,60000000
Suzuki,XL 7,2021.0,32000.0,Xăng,Tự động,1.0,Đang cập nhật,SUV / Cross over,7.0,Đã sử dụng,469000000
Mitsubishi,Attrage,2020.0,20000.0,Xăng,Tự động,1.0,Thái Lan,Sedan,,Đã sử dụng,345000000
Isuzu,Hi lander,2005.0,250000.0,Dầu,Tự động,1.0,Việt Nam,Hatchback,8.0,Đã sử dụng,165000000
Honda,Odyssey,2016.0,10000.0,Xăng,Tự động,1.0,Đang cập nhật,Minivan (MPV),8.0,Đã sử dụng,839000000
Ford,Everest,2022.0,39000.0,Dầu,Tự động,,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1195000000
Kia,Seltos,2024.0,12000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,688000000
Ford,Territory,2025.0,,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,889000000
Hyundai,Accent,2023.0,15000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,488000000
Toyota,Fortuner,2021.0,45000.0,Dầu,Tự động,,Đang cập nhật,SUV / Cross over,7.0,Đã sử dụng,930000000
Ford,Everest,2025.0,,Dầu,Tự động,,Thái Lan,SUV / Cross over,7.0,Mới,1178000000
Ford,Transit,2015.0,180000.0,Dầu,Số sàn,,Việt Nam,--,16.0,Đã sử dụng,340000000
Hyundai,Getz,2009.0,20000.0,Xăng,Số sàn,,Hàn Quốc,Hatchback,5.0,Đã sử dụng,110000000
Mercedes Benz,GLE Class,2019.0,90000.0,Xăng,Tự động,1.0,Mỹ,SUV / Cross over,7.0,Đã sử dụng,2850000000
Toyota,Fortuner,2022.0,56000.0,Dầu,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,1090000000
VinFast,VF3,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,4.0,Mới,299000000
Kia,Cerato,2020.0,52368.0,Xăng,Tự động,,Đang cập nhật,Sedan,5.0,Đã sử dụng,495000000
Hyundai,Elantra,2018.0,150000.0,Xăng,Tự động,,Đang cập nhật,Sedan,5.0,Đã sử dụng,429000000
Ford,Everest,2021.0,63000.0,Dầu,Tự động,,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1030000000
Ford,Everest,2025.0,,Dầu,Tự động,,Thái Lan,SUV / Cross over,7.0,Mới,1475000000
Hyundai,Tucson,2016.0,2.0,Xăng,Tự động,1.0,Hàn Quốc,SUV / Cross over,5.0,Đã sử dụng,565000000
Chevrolet,Colorado,2018.0,105000.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,390000000
Mitsubishi,Xpander,2022.0,65000.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),9.0,Đã sử dụng,525000000
Toyota,Fortuner,2013.0,159000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,415000000
Hyundai,Stargazer,2022.0,71000.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),7.0,Đã sử dụng,485000000
Toyota,Innova,2010.0,9000.0,Xăng,Số sàn,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,230000000
Toyota,1116,2024.0,15600.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),7.0,Đã sử dụng,639000000
VinFast,VF3,2025.0,,Điện,Tự động,,Việt Nam,--,4.0,Mới,299000000
Daewoo,Lanos,2006.0,110000.0,Xăng,Số sàn,1.0,Hàn Quốc,--,,Đã sử dụng,26000000
Ford,Ranger,2025.0,,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Mới,979000000
Peugeot,3008,2023.0,10000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,975000000
Toyota,Camry,2016.0,120000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,518000000
Hyundai,Kona,2019.0,63000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,495000000
Hyundai,Accent,2020.0,32000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,425000000
Daewoo,Lanos,2007.0,100000.0,Xăng,Số sàn,,Đang cập nhật,Sedan,5.0,Đã sử dụng,26000000
Mazda,6,2024.0,,Xăng,Tự động,,Việt Nam,Sedan,5.0,Mới,793000000
Honda,Civic,2023.0,7000.0,Xăng,Tự động,1.0,Việt Nam,--,5.0,Đã sử dụng,825000000
Honda,Civic,2017.0,90000.0,Xăng,Tự động,1.0,Thái Lan,Sedan,5.0,Đã sử dụng,500000000
Toyota,Corolla Altis,2022.0,53000.0,Xăng,Tự động,,Thái Lan,Sedan,2.0,Đã sử dụng,648000000
Toyota,Corolla Altis,2015.0,73000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,485000000
Toyota,Vios,2022.0,43000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,435000000
Chevrolet,Matiz,2005.0,130000.0,Xăng,Tự động,,Đang cập nhật,--,,Đã sử dụng,110000000
Mitsubishi,Attrage,2025.0,,Xăng,Số sàn,,Thái Lan,Sedan,5.0,Mới,57000000
Ford,Transit,2025.0,,Dầu,Số sàn,,Nước khác,Van,16.0,Mới,907000000
BMW,3 Series,2023.0,40000.0,Xăng,Tự động,,Đang cập nhật,--,,Đã sử dụng,1699000000
Mitsubishi,Xpander,2023.0,8000.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),7.0,Đã sử dụng,555000000
Toyota,Wigo,2023.0,33000.0,Xăng,Tự động,1.0,Nước khác,Hatchback,5.0,Đã sử dụng,385000000
Mercedes Benz,S Class,2018.0,80000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,2099000000
Lexus,SC,2003.0,155000.0,Xăng,Tự động,,Việt Nam,Mui trần,5.0,Đã sử dụng,1050000000
Kia,Cerato,2021.0,50000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,510000000
Ford,Ranger,2018.0,52000.0,Dầu,Tự động,1.0,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,895000000
Hyundai,Accent,2021.0,36000.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,380000000
VinFast,VF7,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,799000000
Mercedes Benz,GL Class,2008.0,130000.0,Xăng,Tự động,,Mỹ,SUV / Cross over,7.0,Đã sử dụng,450000000
Toyota,Corolla Cross,2021.0,38000.0,Xăng,5,,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,718000000
Daewoo,Lacetti,2011.0,110000.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,108000000
Toyota,Vios,2025.0,,Xăng,Số sàn,,Nước khác,Sedan,5.0,Mới,428000000
Toyota,Hiace,2005.0,199999.0,Xăng,Số sàn,1.0,Nhật Bản,Van,10.0,Đã sử dụng,158000000
Ford,Ranger,2019.0,72000.0,Dầu,Tự động,1.0,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,675000000
Ford,Explorer,2019.0,48000.0,Xăng,Tự động,1.0,Mỹ,SUV / Cross over,7.0,Đã sử dụng,1199000000
Chevrolet,Spark,2009.0,600000.0,Xăng,Số sàn,,Việt Nam,Hatchback,5.0,Đã sử dụng,83000000
Toyota,Camry,2000.0,249267.0,Xăng,Số sàn,,Nhật Bản,Sedan,5.0,Đã sử dụng,150000000
Kia,Morning,2008.0,1.0,Xăng,Tự động,,Hàn Quốc,--,5.0,Đã sử dụng,130000000
Ford,Focus,2014.0,115000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,350000000
Mitsubishi,Xpander,2021.0,68699.0,Xăng,Tự động,,Nước khác,Minivan (MPV),7.0,Đã sử dụng,486000000
Hyundai,Grand Starex,2003.0,12345.0,Dầu,Số sàn,,Việt Nam,--,6.0,Đã sử dụng,58000000
Mitsubishi,Xpander,2021.0,15500.0,Xăng,Số sàn,1.0,Nhật Bản,Minivan (MPV),7.0,Đã sử dụng,460000000
Kia,Cerato,2019.0,68000.0,Xăng,Số sàn,,Việt Nam,Sedan,5.0,Đã sử dụng,395000000
Skoda,Kodiaq,2025.0,,Xăng,Tự động,,Nước khác,SUV / Cross over,7.0,Mới,1480000000
Hãng khác,Dòng khác,2022.0,50000.0,Xăng,Số sàn,,Trung Quốc,Van,2.0,Đã sử dụng,220000000
Ford,Everest,2022.0,15000.0,Dầu,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1365000000
Suzuki,XL 7,2023.0,25000.0,Xăng,Tự động,,Đang cập nhật,SUV / Cross over,7.0,Đã sử dụng,529000000
Kia,Morning,2018.0,50000.0,Xăng,Tự động,,Việt Nam,Hatchback,5.0,Đã sử dụng,285000000
Ford,Everest,2025.0,,Dầu,Tự động,,Thái Lan,SUV / Cross over,7.0,Mới,1545000000
Mitsubishi,Attrage,2021.0,50000.0,Xăng,Tự động,1.0,Thái Lan,Sedan,5.0,Đã sử dụng,349000000
BMW,3 Series,2011.0,152000.0,Xăng,Tự động,1.0,Đức,Sedan,5.0,Đã sử dụng,295000000
VinFast,VF3,2024.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,4.0,Mới,69000000
Toyota,Innova,2018.0,920000.0,Xăng,Số sàn,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,415000000
Hyundai,Accent,2024.0,,Xăng,Số sàn,,Hàn Quốc,Sedan,5.0,Mới,93000000
VinFast,VF3,2025.0,0.0,Điện,Tự động,,Đang cập nhật,--,,Đã sử dụng,299000000
Toyota,Innova,2019.0,52000.0,Xăng,Tự động,1.0,Đang cập nhật,Minivan (MPV),8.0,Đã sử dụng,598000000
VinFast,VF5,2025.0,,Điện,Tự động,,Việt Nam,Sedan,5.0,Mới,529000000
Mitsubishi,Xpander,2022.0,22000.0,Xăng,Tự động,1.0,Đang cập nhật,Minivan (MPV),7.0,Đã sử dụng,560000000
Toyota,Innova,2006.0,300000.0,Xăng,Số sàn,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,180000000
Mitsubishi,Outlander,2024.0,7500.0,Xăng,Tự động,1.0,Việt Nam,--,,Đã sử dụng,899000000
VinFast,VF3,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,4.0,Mới,299000000
Mazda,2,2016.0,65000.0,Xăng,Tự động,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,338000000
Mazda,CX 3,2021.0,51000.0,Xăng,Tự động,,Thái Lan,--,,Đã sử dụng,500000000
Toyota,Camry,2024.0,450000.0,Xăng,Tự động,1.0,Thái Lan,Sedan,5.0,Đã sử dụng,1230000000
Chevrolet,Spark,2014.0,500000.0,Xăng,Số sàn,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,180000000
Kia,Morning,2021.0,25000.0,Xăng,Tự động,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,368000000
Toyota,Innova,2018.0,76000.0,Xăng,Tự động,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,585000000
Mazda,3,2019.0,70000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,475000000
Ford,Ranger,2017.0,11000.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,525000000
Skoda,Karoq,2023.0,,Xăng,Tự động,,Nước khác,SUV / Cross over,5.0,Mới,999000000
Mazda,3,2016.0,85000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,398000000
Mitsubishi,Dòng khác,2022.0,40000.0,Xăng,Tự động,1.0,Đang cập nhật,--,,Đã sử dụng,515000000
Kia,Cerato,2022.0,123456.0,Xăng,Tự động,,Đang cập nhật,--,,Đã sử dụng,600000000
Toyota,Fortuner,2022.0,56000.0,Dầu,Tự động,,Đang cập nhật,SUV / Cross over,9.0,Đã sử dụng,952000000
Hyundai,Santa Fe,2007.0,150000.0,Dầu,Tự động,,Đang cập nhật,--,,Đã sử dụng,310000000
BMW,3 Series,2010.0,160000.0,Xăng,Tự động,,Đức,Sedan,5.0,Đã sử dụng,275000000
Peugeot,2008,2021.0,25000.0,Xăng,Tự động,1.0,Việt Nam,--,,Đã sử dụng,645000000
Toyota,Camry,2020.0,50000.0,Xăng,Tự động,1.0,Thái Lan,Sedan,5.0,Đã sử dụng,880000000
Mercedes Benz,AMG,2022.0,35000.0,Xăng,Tự động,,Đang cập nhật,--,,Đã sử dụng,1999000000
MG,MGZS,2023.0,3500.0,Xăng,Tự động,,Thái Lan,--,,Đã sử dụng,459000000
Mitsubishi,Xpander,2024.0,50000.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),7.0,Đã sử dụng,605000000
Toyota,Corolla,1997.0,3456.0,Xăng,Số sàn,,Nhật Bản,Sedan,4.0,Đã sử dụng,76000000
Mercedes Benz,GLC,2024.0,,Xăng,Tự động,,Đức,SUV / Cross over,5.0,Mới,2799000000
Kia,Sedona,2019.0,48000.0,Dầu,Tự động,,Đang cập nhật,Minivan (MPV),5.0,Đã sử dụng,770000000
Ford,Explorer,2017.0,800000.0,Xăng,Tự động,1.0,Mỹ,SUV / Cross over,7.0,Đã sử dụng,866000000
Toyota,Fortuner,2016.0,95400.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,635000000
Kia,Picanto,2013.0,140000.0,Xăng,Tự động,,Đang cập nhật,Hatchback,5.0,Đã sử dụng,250000000
Ford,Ranger,2025.0,,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Mới,929000000
Suzuki,XL 7,2024.0,,Xăng,Tự động,,Nước khác,Minivan (MPV),7.0,Mới,54990000
Mazda,3,2020.0,12345.0,Xăng,Tự động,,Đang cập nhật,Sedan,5.0,Đã sử dụng,300000000
Kia,Morning,2018.0,115000.0,Xăng,Tự động,,Việt Nam,Hatchback,5.0,Đã sử dụng,285000000
Toyota,Fortuner,2019.0,12345.0,Xăng,Tự động,,Đang cập nhật,SUV / Cross over,7.0,Đã sử dụng,700000000
Ford,Everest,2009.0,245000.0,Điện,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,290000000
Toyota,Innova,2008.0,178000.0,Xăng,Số sàn,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,148000000
Toyota,Fortuner,2017.0,81000.0,Xăng,Tự động,,Nước khác,SUV / Cross over,7.0,Đã sử dụng,710000000
VinFast,VF5,2024.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,521000000
VinFast,VF7,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,799000000
VinFast,VF6,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,689000000
Kia,Sedona,2020.0,111918.0,Dầu,Tự động,1.0,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,780000000
VinFast,VF9,2024.0,5.0,Điện,Tự động,,Việt Nam,--,,Đã sử dụng,1499000000
Toyota,Innova,2018.0,107000.0,Xăng,Số sàn,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,470000000
Toyota,Innova,2015.0,8800.0,Xăng,Số sàn,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,335000000
Toyota,Hiace,1998.0,100000.0,Xăng,Số sàn,,Nhật Bản,Kiểu dáng khác,16.0,Đã sử dụng,20000000
Toyota,Raize,2021.0,32000.0,Xăng,Tự động,1.0,Đang cập nhật,SUV / Cross over,5.0,Đã sử dụng,479000000
Toyota,Camry,2021.0,32000.0,Xăng,Tự động,1.0,Thái Lan,Sedan,5.0,Đã sử dụng,965000000
Toyota,Fortuner,2020.0,88628.0,Dầu,Số sàn,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,805000000
Mitsubishi,Xpander,2020.0,123455.0,Xăng,Tự động,,Đang cập nhật,Minivan (MPV),7.0,Đã sử dụng,500000000
Ford,Transit,2024.0,120000.0,Dầu,Số sàn,1.0,Việt Nam,Van,16.0,Đã sử dụng,730000000
Ford,Everest,2019.0,34000.0,Dầu,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,880000000
Peugeot,3008,2018.0,82000.0,Xăng,Tự động,1.0,Việt Nam,Minivan (MPV),5.0,Đã sử dụng,575000000
Toyota,Vios,2019.0,80000.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,300000000
Kia,K3,2022.0,100000.0,Xăng,Số sàn,1.0,Đang cập nhật,Sedan,5.0,Đã sử dụng,460000000
